Station_MAC,First_time_seen,Last_time_seen,Power,packets,BSSID,Probed_ESSIDs,OUI
52:89:44:FD:AD:32,1690535776,1690535776,-45,2,(not associated),Not Probing,52:89:44
12:87:15:8F:37:2C,1690535776,1690535776,-47,1,(not associated),Not Probing,12:87:15
B6:17:7F:19:D7:B1,1690535780,1690535780,-59,2,(not associated),IT2 Wireless,B6:17:7F
BE:9D:1E:DB:5A:0D,1690535781,1690535781,-66,1,(not associated),Not Probing,BE:9D:1E
B2:48:BE:6A:72:D9,1690535781,1690535781,-61,3,(not associated),Not Probing,B2:48:BE
1A:9D:F3:2E:1F:CD,1690535782,1690535782,-53,2,(not associated),Not Probing,1A:9D:F3
86:41:10:7E:89:0A,1690535783,1690535783,-53,4,(not associated),IT2 Wireless,86:41:10
02:A6:CA:67:3A:64,1690535786,1690535786,-45,2,(not associated),Not Probing,02:A6:CA
10:51:07:FF:29:0E,1690535786,1690541906,-73,3,(not associated),Not Probing,10:51:07
96:E8:88:55:7C:01,1690535786,1690535786,-69,1,(not associated),Not Probing,96:E8:88
56:D1:92:9B:14:AB,1690535788,1690535788,-49,1,(not associated),Not Probing,56:D1:92
8C:55:4A:E2:25:ED,1690535789,1690545209,-65,32,(not associated),Not Probing,8C:55:4A
6E:F1:1B:29:A4:5A,1690535791,1690535791,-53,1,(not associated),Not Probing,6E:F1:1B
8A:3E:29:7F:1A:4D,1690535791,1690535791,-63,3,(not associated),IT2 Wireless,8A:3E:29
7A:13:FD:3F:ED:D4,1690535791,1690535791,-55,1,(not associated),Not Probing,7A:13:FD
42:6E:5A:09:DD:20,1690535791,1690535791,-55,1,(not associated),Not Probing,42:6E:5A
62:B7:E0:3D:A5:F8,1690535791,1690535791,-51,1,(not associated),Not Probing,62:B7:E0
22:9D:9C:60:B6:B7,1690535793,1690535793,-78,1,(not associated),Not Probing,22:9D:9C
36:5C:7E:46:A4:D2,1690535795,1690535795,-55,5,(not associated),Not Probing,36:5C:7E
96:52:44:0C:7F:DB,1690535801,1690535801,-59,2,(not associated),Not Probing,96:52:44
5E:73:27:41:1B:23,1690535804,1690535804,-63,2,(not associated),Not Probing,5E:73:27
DA:1E:97:A8:51:7C,1690535804,1690535804,-51,1,(not associated),Not Probing,DA:1E:97
3E:0D:03:F4:CF:16,1690535804,1690535804,-63,1,(not associated),IT2 Wireless,3E:0D:03
A6:1A:E7:32:CD:1D,1690535804,1690535804,-67,1,(not associated),Not Probing,A6:1A:E7
8A:5D:D0:7F:DB:1F,1690535805,1690535805,-53,5,(not associated),Not Probing,8A:5D:D0
42:0C:CD:B5:68:E3,1690535808,1690535808,-39,1,(not associated),Not Probing,42:0C:CD
76:73:49:B4:21:46,1690535811,1690535811,-33,1,(not associated),Not Probing,76:73:49
4A:3A:84:20:6F:1C,1690535812,1690535812,-57,1,(not associated),Not Probing,4A:3A:84
36:6C:9C:8A:40:E1,1690535813,1690535813,-77,1,(not associated),Not Probing,36:6C:9C
02:1E:1C:55:E1:E4,1690535813,1690535813,-49,2,(not associated),Not Probing,02:1E:1C
E6:1E:37:0A:D2:1B,1690535813,1690535813,-53,1,(not associated),Not Probing,E6:1E:37
62:F3:E6:4F:3D:7B,1690535813,1690535813,-49,2,(not associated),Not Probing,62:F3:E6
B6:66:3F:1B:B5:99,1690535813,1690535813,-43,2,(not associated),Not Probing,B6:66:3F
A6:85:5F:D1:C4:B2,1690535815,1690535815,-49,2,(not associated),Not Probing,A6:85:5F
FA:E5:B5:5A:51:4F,1690535815,1690545242,-67,13,(not associated),"\xAC\xA5\xAC\xE0\xAC\xDE,Дом",FA:E5:B5
06:CA:49:92:9A:D9,1690535815,1690535815,-53,2,(not associated),Not Probing,06:CA:49
76:BF:A0:AD:EF:9E,1690535816,1690535816,-51,1,(not associated),Not Probing,76:BF:A0
16:AF:4C:DD:C6:EB,1690535816,1690535816,-57,1,(not associated),Not Probing,16:AF:4C
D6:18:C4:75:5A:2C,1690535817,1690535817,-55,2,(not associated),Not Probing,D6:18:C4
B6:82:43:4C:1B:15,1690535817,1690535817,-57,1,(not associated),Not Probing,B6:82:43
E6:19:DD:77:12:7D,1690535817,1690535817,-37,2,(not associated),Not Probing,E6:19:DD
FA:6B:27:E3:BB:27,1690535818,1690535818,-51,2,(not associated),Not Probing,FA:6B:27
00:90:4C:E6:54:54,1690535819,1690539675,-65,16,(not associated),Redmi,00:90:4C
CA:40:CD:E4:1D:74,1690535819,1690535820,-57,8,(not associated),Not Probing,CA:40:CD
CA:98:47:36:85:CB,1690535821,1690535821,-37,2,(not associated),Not Probing,CA:98:47
4E:86:3D:DB:54:AD,1690535821,1690535823,-37,5,(not associated),Not Probing,4E:86:3D
5A:EE:26:EF:62:A3,1690535821,1690535822,-33,7,(not associated),Not Probing,5A:EE:26
1E:09:05:3C:88:E3,1690535822,1690535822,-67,1,(not associated),Not Probing,1E:09:05
1A:AD:BD:BF:5D:AC,1690535823,1690535823,-59,1,(not associated),Not Probing,1A:AD:BD
2A:5A:DD:91:10:88,1690535825,1690535825,-61,1,(not associated),IT2 Wireless,2A:5A:DD
56:C5:2B:9F:84:90,1690535829,1690535829,-43,12,(not associated),Not Probing,56:C5:2B
06:8E:78:FC:9A:02,1690535829,1690535829,-57,1,(not associated),Not Probing,06:8E:78
6A:60:63:E2:C1:BB,1690535829,1690535829,-53,1,(not associated),Not Probing,6A:60:63
FA:62:0C:0C:57:1C,1690535830,1690535830,-51,1,(not associated),Not Probing,FA:62:0C
FA:70:9F:90:40:B3,1690535830,1690535830,-45,2,(not associated),Not Probing,FA:70:9F
F2:8C:E3:E6:A2:F6,1690535830,1690535830,-53,1,(not associated),Not Probing,F2:8C:E3
10:51:07:FF:1F:5E,1690535833,1690545193,-63,54,(not associated),Not Probing,10:51:07
82:6C:2B:64:2F:04,1690535833,1690535833,-79,2,(not associated),Not Probing,82:6C:2B
2E:7D:03:7B:76:C7,1690535834,1690535834,-49,5,(not associated),Not Probing,2E:7D:03
46:83:59:A6:A4:84,1690535834,1690535834,-57,1,(not associated),Not Probing,46:83:59
CA:CE:1D:AF:61:FE,1690535835,1690535835,-61,5,(not associated),Not Probing,CA:CE:1D
1E:A7:A5:AE:E7:E4,1690535835,1690535835,-49,1,(not associated),Not Probing,1E:A7:A5
5E:64:5C:9E:E5:12,1690535836,1690535836,-57,1,(not associated),Not Probing,5E:64:5C
96:CF:42:D3:E7:53,1690535836,1690535836,-51,2,(not associated),Not Probing,96:CF:42
D2:F4:A0:3D:A1:BB,1690535836,1690535836,-71,1,(not associated),GIVC,D2:F4:A0
76:EA:E2:33:22:1F,1690535836,1690535836,-65,1,(not associated),GIVC,76:EA:E2
D6:70:04:A8:68:2D,1690535836,1690535836,-67,1,(not associated),GIVC,D6:70:04
D4:54:8B:8F:56:E7,1690535837,1690539277,-49,69,56:C5:2B:9F:84:90,OnePlus 6T,D4:54:8B
BE:56:C7:59:B3:E9,1690535837,1690535837,-61,1,(not associated),Not Probing,BE:56:C7
CE:DC:1A:E6:C7:95,1690535838,1690535838,-65,1,(not associated),Not Probing,CE:DC:1A
16:F1:61:60:96:D3,1690535838,1690535838,-61,1,(not associated),Not Probing,16:F1:61
22:38:3C:44:9B:47,1690535840,1690535840,-53,3,(not associated),Not Probing,22:38:3C
5E:B6:26:2B:C1:23,1690535840,1690535840,-59,1,(not associated),Not Probing,5E:B6:26
A6:FC:62:66:86:63,1690535845,1690535846,-59,2,(not associated),Not Probing,A6:FC:62
96:15:8B:F0:C0:DF,1690535845,1690535845,-35,2,(not associated),Not Probing,96:15:8B
E6:9E:55:93:33:4F,1690535848,1690535848,-67,1,(not associated),Not Probing,E6:9E:55
CE:28:01:8B:79:B0,1690535849,1690535849,-41,2,(not associated),Not Probing,CE:28:01
7E:73:E5:A2:65:8F,1690535850,1690535850,-61,2,(not associated),Not Probing,7E:73:E5
0E:3A:1A:24:81:C0,1690535851,1690535852,-57,5,(not associated),Not Probing,0E:3A:1A
26:9B:0C:4B:A7:23,1690535852,1690535852,-51,1,(not associated),Not Probing,26:9B:0C
BC:F1:71:D5:0D:22,1690535854,1690542097,-51,226,(not associated),Not Probing,BC:F1:71
9E:D4:41:4B:57:B6,1690535855,1690535855,-65,3,(not associated),Not Probing,9E:D4:41
3A:82:DB:78:18:48,1690535861,1690535861,-61,1,(not associated),Not Probing,3A:82:DB
CA:52:4E:8C:32:29,1690535861,1690535861,-53,1,(not associated),Not Probing,CA:52:4E
C2:34:1E:6F:F2:E9,1690535861,1690535861,-55,2,(not associated),Not Probing,C2:34:1E
F0:67:28:61:26:6B,1690535863,1690543495,-67,89,E8:28:C1:DC:B2:52,"Belorusneft Free,MIREA_HOTSPOT",F0:67:28
76:B7:6D:5D:C7:2D,1690535865,1690535865,-49,1,(not associated),Not Probing,76:B7:6D
DA:A1:19:CE:12:C6,1690535868,1690535868,-82,1,(not associated),Not Probing,DA:A1:19
46:EB:F9:8E:2F:C5,1690535868,1690535868,-47,1,(not associated),Not Probing,46:EB:F9
EC:55:F9:A1:4C:6B,1690535869,1690535869,-1,1,9A:9F:06:44:24:5B,Not Probing,EC:55:F9
12:EA:A0:8D:83:C0,1690535873,1690535873,-53,5,(not associated),IT2 Wireless,12:EA:A0
B6:20:15:1C:87:ED,1690535875,1690535875,-41,1,(not associated),Not Probing,B6:20:15
FA:5A:C6:A2:71:1D,1690535876,1690535876,-47,2,(not associated),IT2 Wireless,FA:5A:C6
86:B7:3D:23:80:AC,1690535879,1690535879,-71,2,(not associated),Not Probing,86:B7:3D
32:5F:E9:D4:BB:C8,1690535881,1690535881,-55,1,(not associated),Not Probing,32:5F:E9
8A:DA:F5:B7:CC:06,1690535883,1690535884,-67,4,(not associated),Not Probing,8A:DA:F5
AE:66:6B:B0:37:A1,1690535885,1690535885,-57,1,(not associated),Not Probing,AE:66:6B
20:F4:78:D2:34:FF,1690535886,1690535886,-67,5,12:48:F9:CF:58:8E,Not Probing,20:F4:78
A2:EA:72:83:43:A2,1690535892,1690535892,-61,4,(not associated),Not Probing,A2:EA:72
C0:E7:BF:06:FC:9E,1690535893,1690539753,-57,72,(not associated),Not Probing,C0:E7:BF
5A:AB:CF:7A:F1:B7,1690535893,1690535893,-51,2,(not associated),Not Probing,5A:AB:CF
1E:39:32:D3:C7:D6,1690535893,1690535893,-37,1,(not associated),Not Probing,1E:39:32
CE:E7:D0:07:99:65,1690535894,1690535894,-47,1,(not associated),Not Probing,CE:E7:D0
8E:F4:16:54:85:1B,1690535897,1690535897,-61,1,(not associated),GIVC,8E:F4:16
56:C9:90:B0:85:66,1690535899,1690535899,-59,1,(not associated),Not Probing,56:C9:90
76:B3:4B:18:85:78,1690535899,1690535899,-59,2,(not associated),Not Probing,76:B3:4B
D6:1D:AC:D8:90:69,1690535899,1690535899,-61,2,(not associated),Not Probing,D6:1D:AC
2A:FA:1F:5E:C6:74,1690535899,1690535899,-59,2,(not associated),Not Probing,2A:FA:1F
46:83:8A:23:9D:C3,1690535900,1690535900,-53,2,(not associated),Not Probing,46:83:8A
06:7D:9B:B7:89:E9,1690535905,1690535905,-45,1,(not associated),Not Probing,06:7D:9B
3E:61:E2:B5:0E:AB,1690535905,1690535905,-43,1,(not associated),Not Probing,3E:61:E2
06:AB:20:6E:02:C1,1690535907,1690535908,-37,2,(not associated),Not Probing,06:AB:20
AA:5A:EE:27:0C:0A,1690535908,1690535908,-59,1,(not associated),GIVC,AA:5A:EE
F6:41:3E:43:CE:E3,1690535908,1690535908,-59,1,(not associated),GIVC,F6:41:3E
E6:D1:6C:23:31:E3,1690535908,1690535908,-59,1,(not associated),GIVC,E6:D1:6C
CA:7E:2A:B1:B7:79,1690535909,1690535909,-41,2,(not associated),Not Probing,CA:7E:2A
FA:E5:B5:51:59:58,1690535910,1690535910,-67,1,(not associated),Not Probing,FA:E5:B5
C6:29:00:B9:CD:50,1690535913,1690535914,-57,2,(not associated),Not Probing,C6:29:00
62:98:CC:F6:61:02,1690535914,1690535914,-61,1,(not associated),Not Probing,62:98:CC
F2:F2:25:99:93:B5,1690535914,1690535914,-59,1,(not associated),Not Probing,F2:F2:25
B6:C2:0D:B4:B4:47,1690535915,1690535915,-59,1,(not associated),Not Probing,B6:C2:0D
B6:62:C1:E7:D1:EE,1690535915,1690535915,-59,1,(not associated),Not Probing,B6:62:C1
CE:60:BE:74:E5:B6,1690535922,1690535922,-65,1,(not associated),Not Probing,CE:60:BE
5A:AB:CF:F4:3B:7A,1690535923,1690535923,-53,2,(not associated),Not Probing,5A:AB:CF
1E:4C:24:AD:4F:55,1690535925,1690535925,-55,1,(not associated),Not Probing,1E:4C:24
A4:02:B9:77:C4:28,1690535925,1690545285,-59,84,(not associated),Not Probing,A4:02:B9
76:B8:92:F3:D4:47,1690535925,1690535925,-43,1,(not associated),Not Probing,76:B8:92
BE:8E:99:0F:A5:52,1690535925,1690535925,-59,2,(not associated),Not Probing,BE:8E:99
8E:5A:BF:7F:3C:85,1690535926,1690535926,-65,1,(not associated),Not Probing,8E:5A:BF
2A:A3:10:C6:88:E7,1690535927,1690535927,-53,3,(not associated),IT2 Wireless,2A:A3:10
7A:E3:72:F0:F6:40,1690535929,1690536003,-1,9,E8:28:C1:DC:B2:52,Not Probing,7A:E3:72
4A:FE:F9:0F:E8:25,1690535929,1690535929,-51,1,(not associated),Not Probing,4A:FE:F9
3A:67:35:AD:37:06,1690535930,1690535930,-55,1,(not associated),Not Probing,3A:67:35
1C:BF:C0:2B:EA:97,1690535931,1690544619,-71,66,E8:28:C1:DD:04:50,Not Probing,1C:BF:C0
CA:71:57:F3:FF:B9,1690535931,1690535931,-45,2,(not associated),Not Probing,CA:71:57
3E:8D:A0:2F:A5:F6,1690535933,1690535934,-57,2,(not associated),Not Probing,3E:8D:A0
6E:B7:0E:8C:B3:7E,1690535934,1690535934,-49,1,(not associated),Not Probing,6E:B7:0E
3E:50:EC:A3:D4:5A,1690535936,1690535936,-59,2,(not associated),Not Probing,3E:50:EC
B6:25:87:78:AE:C9,1690535937,1690535937,-59,1,(not associated),Not Probing,B6:25:87
2E:4A:F5:34:A2:F7,1690535937,1690535937,-35,2,(not associated),Not Probing,2E:4A:F5
BA:85:9A:23:72:69,1690535937,1690535937,-67,1,(not associated),Not Probing,BA:85:9A
26:F0:15:1D:94:A7,1690535938,1690535938,-39,2,(not associated),Not Probing,26:F0:15
C2:08:25:61:66:E5,1690535938,1690535938,-35,2,(not associated),Not Probing,C2:08:25
E2:1B:98:36:F9:9A,1690535938,1690535938,-35,2,(not associated),Not Probing,E2:1B:98
36:8B:7D:50:83:29,1690535938,1690535938,-35,1,(not associated),Not Probing,36:8B:7D
7E:B3:D6:D9:C8:E3,1690535939,1690535939,-43,1,(not associated),Not Probing,7E:B3:D6
8E:B5:2B:92:DE:9E,1690535940,1690535940,-77,1,(not associated),Not Probing,8E:B5:2B
DA:02:FF:C9:2F:0F,1690535940,1690535940,-41,1,(not associated),Not Probing,DA:02:FF
F6:AE:63:F4:0D:40,1690535940,1690535940,-35,1,(not associated),Not Probing,F6:AE:63
BE:EB:3B:E1:E9:4D,1690535940,1690535940,-31,2,(not associated),Not Probing,BE:EB:3B
66:0B:9C:92:B7:14,1690535940,1690535940,-37,2,(not associated),Not Probing,66:0B:9C
42:19:B3:72:D0:94,1690535940,1690535940,-41,2,(not associated),Not Probing,42:19:B3
B6:3E:1F:46:40:83,1690535941,1690535941,-57,1,(not associated),Not Probing,B6:3E:1F
6A:E8:68:F5:B6:5C,1690535942,1690535942,-41,3,(not associated),Not Probing,6A:E8:68
32:47:81:20:A5:72,1690535944,1690535944,-55,1,(not associated),Not Probing,32:47:81
12:E0:7E:13:68:4A,1690535947,1690535947,-45,1,(not associated),Not Probing,12:E0:7E
A4:02:B9:73:2C:6F,1690535948,1690545248,-73,32,(not associated),Not Probing,A4:02:B9
42:47:37:56:93:56,1690535949,1690535949,-33,1,(not associated),Not Probing,42:47:37
9E:C6:9F:71:B4:B1,1690535949,1690535949,-29,3,(not associated),Not Probing,9E:C6:9F
66:68:64:81:BC:68,1690535951,1690535951,-47,1,(not associated),Not Probing,66:68:64
7A:93:DB:5F:51:CA,1690535953,1690535953,-55,2,(not associated),Not Probing,7A:93:DB
62:C0:45:C8:89:5E,1690535953,1690535953,-57,2,(not associated),Not Probing,62:C0:45
02:05:80:21:E5:A8,1690535953,1690535953,-61,1,(not associated),Not Probing,02:05:80
56:DE:D6:8C:25:E8,1690535955,1690535955,-55,5,(not associated),Not Probing,56:DE:D6
8E:6E:30:18:58:E1,1690535961,1690535961,-51,2,(not associated),Not Probing,8E:6E:30
8A:B4:EC:A1:E8:71,1690535962,1690535962,-45,2,(not associated),Not Probing,8A:B4:EC
02:79:A2:8D:78:0B,1690535962,1690535962,-53,2,(not associated),Not Probing,02:79:A2
AA:7C:17:66:EB:FF,1690535963,1690535963,-61,1,(not associated),Not Probing,AA:7C:17
2A:F5:62:FC:4F:3E,1690535963,1690535963,-55,1,(not associated),Not Probing,2A:F5:62
9A:8B:F6:5D:62:14,1690535964,1690535964,-41,2,(not associated),Not Probing,9A:8B:F6
6A:2E:BC:21:55:40,1690535964,1690535964,-57,1,(not associated),Not Probing,6A:2E:BC
6E:3D:00:8C:9E:8B,1690535964,1690535964,-53,2,(not associated),Not Probing,6E:3D:00
82:E8:B5:6C:58:4E,1690535965,1690535965,-53,1,(not associated),Not Probing,82:E8:B5
A2:3C:13:50:E7:E3,1690535965,1690535965,-55,1,(not associated),Not Probing,A2:3C:13
86:9A:E0:86:8F:7C,1690535965,1690535965,-47,2,(not associated),Not Probing,86:9A:E0
66:FE:67:16:66:FD,1690535965,1690535965,-57,2,(not associated),Not Probing,66:FE:67
EE:8A:7F:70:08:C9,1690535965,1690535965,-65,1,(not associated),Not Probing,EE:8A:7F
A6:5C:88:B7:12:AC,1690535965,1690535965,-57,1,(not associated),Not Probing,A6:5C:88
BC:F1:71:D5:47:C9,1690535967,1690539933,-51,173,(not associated),Not Probing,BC:F1:71
6A:01:63:0E:AE:15,1690535968,1690535970,-33,18,(not associated),Not Probing,6A:01:63
02:54:C7:3B:CE:64,1690535974,1690535974,-53,2,(not associated),Not Probing,02:54:C7
8A:CE:15:ED:E5:D1,1690535976,1690536066,-47,20,E8:28:C1:DC:B2:52,MIREA_HOTSPOT,8A:CE:15
76:2B:57:73:BE:39,1690535980,1690535980,-81,3,(not associated),Not Probing,76:2B:57
5A:AB:CF:0D:96:8C,1690535984,1690535984,-57,1,(not associated),Not Probing,5A:AB:CF
78:2B:46:FF:46:0A,1690535984,1690545183,-43,371,AA:F4:3F:EE:49:0B,Redmi Note 8 Pro,78:2B:46
4E:FA:57:EE:3F:28,1690535989,1690535989,-49,1,(not associated),Gardenpasanauri,4E:FA:57
46:22:84:44:D6:B3,1690535990,1690535990,-41,1,(not associated),Not Probing,46:22:84
66:3A:AE:FE:8A:5E,1690535990,1690535990,-41,1,(not associated),Not Probing,66:3A:AE
B6:13:2A:B5:21:BF,1690535990,1690535990,-41,1,(not associated),Not Probing,B6:13:2A
FA:A6:A3:9A:5E:34,1690535990,1690535990,-41,1,(not associated),Not Probing,FA:A6:A3
16:04:5B:73:7F:1B,1690535990,1690535990,-45,2,(not associated),Not Probing,16:04:5B
7A:2A:30:5F:7E:C9,1690535990,1690535990,-37,1,(not associated),Not Probing,7A:2A:30
06:24:04:3B:3B:52,1690535990,1690535990,-41,1,(not associated),Not Probing,06:24:04
AA:99:DB:05:8F:FA,1690535990,1690535990,-45,3,(not associated),Not Probing,AA:99:DB
EA:05:53:E5:F8:E1,1690535990,1690535990,-39,1,(not associated),Not Probing,EA:05:53
4E:02:59:01:65:B3,1690535990,1690535990,-43,2,(not associated),Not Probing,4E:02:59
CA:D0:E8:41:2D:EF,1690535990,1690535990,-41,1,(not associated),Not Probing,CA:D0:E8
B2:6A:2B:C8:A6:C6,1690535991,1690535991,-55,1,(not associated),Not Probing,B2:6A:2B
5E:4A:06:C6:2A:54,1690535991,1690535992,-63,2,(not associated),Not Probing,5E:4A:06
02:1A:9D:11:95:36,1690535992,1690535992,-59,1,(not associated),Not Probing,02:1A:9D
7A:1C:18:53:0F:05,1690535992,1690535992,-61,1,(not associated),Not Probing,7A:1C:18
82:F1:49:3F:A7:CB,1690535992,1690535992,-63,2,(not associated),Not Probing,82:F1:49
EE:4A:57:07:01:F9,1690535992,1690535992,-51,1,(not associated),Not Probing,EE:4A:57
0E:89:51:A5:86:75,1690535992,1690535992,-51,1,(not associated),Not Probing,0E:89:51
D2:1B:E0:1F:98:EB,1690535992,1690535992,-63,1,(not associated),Not Probing,D2:1B:E0
42:78:C5:53:D3:15,1690535995,1690535995,-55,5,(not associated),Not Probing,42:78:C5
36:16:30:34:2A:37,1690535998,1690535998,-59,1,(not associated),Not Probing,36:16:30
8A:F3:AF:39:01:E3,1690535998,1690535998,-43,2,(not associated),Not Probing,8A:F3:AF
B2:8E:59:70:18:90,1690535999,1690535999,-57,1,(not associated),Not Probing,B2:8E:59
6E:23:83:CB:D2:0F,1690535999,1690535999,-59,1,(not associated),Not Probing,6E:23:83
16:8B:48:65:C0:8B,1690535999,1690535999,-55,1,(not associated),Not Probing,16:8B:48
F2:0F:C1:4C:D9:3A,1690535999,1690535999,-57,1,(not associated),Not Probing,F2:0F:C1
42:7B:C8:AF:EF:B5,1690536001,1690536001,-57,1,(not associated),Not Probing,42:7B:C8
56:3F:21:02:ED:95,1690536001,1690536001,-57,1,(not associated),Not Probing,56:3F:21
5A:02:93:0A:2F:AA,1690536002,1690536002,-57,1,(not associated),Not Probing,5A:02:93
E6:F9:1A:A5:A8:75,1690536007,1690536007,-61,1,(not associated),Not Probing,E6:F9:1A
56:70:F8:CE:9A:9A,1690536007,1690536007,-51,2,(not associated),Not Probing,56:70:F8
E6:DB:67:A4:29:A3,1690536007,1690536007,-45,1,(not associated),Not Probing,E6:DB:67
82:ED:3B:DD:44:66,1690536010,1690536011,-59,14,(not associated),IT2 Wireless,82:ED:3B
7A:5B:12:D0:24:1F,1690536012,1690536012,-55,1,(not associated),Not Probing,7A:5B:12
9A:BA:0D:1B:41:90,1690536014,1690536014,-47,4,(not associated),IT2 Wireless,9A:BA:0D
06:FF:5A:90:8C:A4,1690536020,1690536020,-55,8,(not associated),Not Probing,06:FF:5A
EE:12:20:03:AA:B7,1690536020,1690536020,-35,2,(not associated),Not Probing,EE:12:20
2A:A3:2E:3F:56:26,1690536020,1690536020,-47,2,(not associated),Not Probing,2A:A3:2E
76:13:69:42:E8:96,1690536020,1690536020,-43,1,(not associated),Not Probing,76:13:69
F6:39:5F:EB:64:C2,1690536021,1690536021,-41,1,(not associated),Not Probing,F6:39:5F
06:2C:35:91:BE:32,1690536022,1690536022,-45,2,(not associated),Not Probing,06:2C:35
12:49:3D:49:04:B0,1690536022,1690536022,-41,2,(not associated),Not Probing,12:49:3D
96:68:9F:99:8F:E4,1690536022,1690536022,-35,2,(not associated),Not Probing,96:68:9F
86:DF:29:A0:4A:15,1690536022,1690536022,-37,1,(not associated),Not Probing,86:DF:29
8E:14:41:AF:FA:22,1690536023,1690536023,-49,2,(not associated),Not Probing,8E:14:41
BA:B1:3E:75:18:7F,1690536024,1690536024,-39,2,(not associated),Not Probing,BA:B1:3E
2A:FD:DA:C1:4E:B3,1690536024,1690536024,-33,1,(not associated),Not Probing,2A:FD:DA
DE:46:9F:67:B1:55,1690536025,1690536025,-45,2,(not associated),Not Probing,DE:46:9F
0E:EA:03:A7:26:68,1690536025,1690536025,-43,2,(not associated),Not Probing,0E:EA:03
CA:85:57:E3:AC:73,1690536025,1690536025,-49,1,(not associated),Not Probing,CA:85:57
66:A0:7B:03:03:92,1690536025,1690536025,-39,2,(not associated),Not Probing,66:A0:7B
82:14:74:08:09:CC,1690536025,1690536025,-45,2,(not associated),Not Probing,82:14:74
96:17:8E:13:12:1F,1690536026,1690536026,-63,1,(not associated),Not Probing,96:17:8E
02:E2:20:46:8D:D4,1690536026,1690536026,-59,1,(not associated),Not Probing,02:E2:20
32:39:F0:6D:8D:28,1690536026,1690536026,-53,2,(not associated),Not Probing,32:39:F0
5E:71:2D:B4:DB:44,1690536027,1690536027,-63,1,(not associated),Not Probing,5E:71:2D
42:49:FD:9B:BD:03,1690536032,1690536032,-57,1,(not associated),Not Probing,42:49:FD
4A:7F:DE:F1:08:AB,1690536033,1690536033,-53,2,(not associated),Not Probing,4A:7F:DE
BE:C9:2A:1F:C3:2A,1690536033,1690536033,-53,2,(not associated),Not Probing,BE:C9:2A
A2:B2:78:A2:EA:CB,1690536034,1690536034,-53,2,(not associated),Not Probing,A2:B2:78
F2:B9:51:EC:07:06,1690536034,1690536034,-51,1,(not associated),Not Probing,F2:B9:51
C6:D6:FA:73:A7:FA,1690536035,1690536035,-57,3,(not associated),Not Probing,C6:D6:FA
1E:3A:B4:51:ED:A6,1690536035,1690536035,-57,1,(not associated),Not Probing,1E:3A:B4
48:74:12:82:D7:91,1690536037,1690545078,-69,55,E8:28:C1:DC:B2:52,MT_FREE,48:74:12
06:2C:F7:BF:F5:29,1690536038,1690536038,-47,1,(not associated),Not Probing,06:2C:F7
6A:B6:E0:6E:60:61,1690536039,1690536039,-63,3,(not associated),Not Probing,6A:B6:E0
3A:A7:45:DE:92:F4,1690536040,1690536040,-37,2,(not associated),Not Probing,3A:A7:45
0A:FF:06:28:7C:01,1690536040,1690536040,-35,1,(not associated),Not Probing,0A:FF:06
EA:81:C3:4D:2A:56,1690536040,1690536040,-53,1,(not associated),Not Probing,EA:81:C3
AE:F6:07:71:98:46,1690536042,1690536042,-45,1,(not associated),Not Probing,AE:F6:07
7E:C5:DC:57:2D:4F,1690536042,1690536042,-47,1,(not associated),Not Probing,7E:C5:DC
9E:75:C9:03:DB:E9,1690536043,1690536043,-63,1,(not associated),Not Probing,9E:75:C9
FA:4A:96:04:33:10,1690536043,1690536043,-59,7,(not associated),Not Probing,FA:4A:96
2E:A2:04:F6:7A:FF,1690536043,1690536043,-53,2,(not associated),Not Probing,2E:A2:04
38:1A:52:0D:97:60,1690536043,1690536043,-67,1,(not associated),Not Probing,38:1A:52
